CHEMBL1200950|CLIDINIUM BROMIDE
CHEMBL3039504|NINTEDANIB ESYLATE
CHEMBL937|DIETHYLCARBAMAZINE CITRATE
CHEMBL1200828|CYCRIMINE HYDROCHLORIDE
CHEMBL646|TRIAZOLAM
CHEMBL460|MOLINDONE
CHEMBL1200862|METYROSINE
CHEMBL1446650|MEBEVERINE HYDROCHLORIDE
CHEMBL1200343|PERINDOPRIL ERBUMINE
CHEMBL1201044|DAPIPRAZOLE HYDROCHLORIDE
CHEMBL1488|URACIL MUSTARD
CHEMBL1200963|BIMATOPROST
CHEMBL497|CLIOQUINOL
CHEMBL633|AMIODARONE
CHEMBL1096882|FLUDARABINE PHOSPHATE
CHEMBL781|MAZINDOL
CHEMBL4297091|CODEINE SULFATE
CHEMBL1534|RIBOFLAVIN
CHEMBL3989845|IMIPRAMINE PAMOATE
CHEMBL2109540|ALIROCUMAB
CHEMBL1560|CAPTOPRIL
CHEMBL3039526|LASMIDITAN SUCCINATE
CHEMBL14060|PHENOL
CHEMBL877|TRANEXAMIC ACID
CHEMBL3989569|IBANDRONATE SODIUM
CHEMBL516|CYPROHEPTADINE
CHEMBL1200475|DAUNORUBICIN CITRATE
CHEMBL1743079|TEPROTUMUMAB
CHEMBL1201134|LUBIPROSTONE
CHEMBL1486|TENOFOVIR DISOPROXIL FUMARATE
CHEMBL1200959|METHDILAZINE
CHEMBL189963|PALBOCICLIB
CHEMBL1278|NARATRIPTAN
CHEMBL2111290|TESAMORELIN ACETATE
CHEMBL2106483|VILOXAZINE HYDROCHLORIDE
CHEMBL1201535|PHENYLPROPANOLAMINE POLISTIREX
CHEMBL75753|XAMOTEROL
CHEMBL1199307|DISTIGMINE
CHEMBL1697843|METILDIGOXIN
CHEMBL2106217|FENFLURAMINE HYDROCHLORIDE
CHEMBL1071|OXAPROZIN
CHEMBL1732|DIHYDROERGOTAMINE
CHEMBL1206690|PARECOXIB
CHEMBL640|PROCAINAMIDE
CHEMBL27|PROPRANOLOL
CHEMBL2218894|FLUVASTATIN SODIUM
CHEMBL1200880|DIPHEMANIL METHYLSULFATE
CHEMBL697|METHSUXIMIDE
CHEMBL3989844|DEXTROAMPHETAMINE SACCHARATE
CHEMBL161|CEFTRIAXONE
CHEMBL2096631|CLORAZEPATE DIPOTASSIUM
CHEMBL2110774|CHLORPHENOXAMINE
CHEMBL2108250|ANISTREPLASE
CHEMBL632|BETAMETHASONE
CHEMBL1698|BUPROPION HYDROCHLORIDE
CHEMBL2106419|LERCANIDIPINE HYDROCHLORIDE
CHEMBL1303|ROTIGOTINE
CHEMBL1200387|AMPHETAMINE ADIPATE
CHEMBL1015|EVANS BLUE
CHEMBL2108791|TENECTEPLASE
CHEMBL2|PRAZOSIN
CHEMBL1200748|CARBIDOPA
CHEMBL1096885|VALRUBICIN
CHEMBL4594242|CALCITONIN
CHEMBL1200426|METHIXENE HYDROCHLORIDE
CHEMBL1201178|LISDEXAMFETAMINE DIMESYLATE
CHEMBL1200341|INDECAINIDE HYDROCHLORIDE
CHEMBL1697|DILTIAZEM HYDROCHLORIDE
CHEMBL91|MICONAZOLE
CHEMBL1200829|GLUCONOLACTONE
CHEMBL601719|CRIZOTINIB
CHEMBL61|PODOFILOX
CHEMBL1371200|CANRENOATE POTASSIUM
CHEMBL2360580|BUCLIZINE HYDROCHLORIDE
CHEMBL1200969|DUTASTERIDE
CHEMBL544665|FINGOLIMOD HYDROCHLORIDE
CHEMBL1201657|HEPARIN SODIUM
CHEMBL24072|PRENYLAMINE
CHEMBL3989821|TUBOCURARINE CHLORIDE
CHEMBL754|FOSCARNET SODIUM
CHEMBL3989767|CALCITONIN SALMON
CHEMBL2364574|DOXYCYCLINE CALCIUM
CHEMBL122|ROFECOXIB
CHEMBL1201148|MEPREDNISONE
CHEMBL515|CHLORAMBUCIL
CHEMBL6966|VERAPAMIL
CHEMBL631|PROPAFENONE
CHEMBL1201581|INFLIXIMAB
CHEMBL1201483|PSEUDOEPHEDRINE POLISTIREX
CHEMBL1491|AMLODIPINE
CHEMBL1200845|HALCINONIDE
CHEMBL1200914|TAMSULOSIN HYDROCHLORIDE
CHEMBL686|MEFENAMIC ACID
CHEMBL1200384|BETAMETHASONE DIPROPIONATE
CHEMBL450449|TRABECTEDIN
CHEMBL1200454|VALGANCICLOVIR HYDROCHLORIDE
CHEMBL93|ZILEUTON
CHEMBL1388|MONOBENZONE
CHEMBL227529|ALOGLIPTIN BENZOATE
CHEMBL1201150|SUMATRIPTAN SUCCINATE
CHEMBL475534|NITRENDIPINE
CHEMBL433|VALPROATE SODIUM
CHEMBL1280|VERAPAMIL HYDROCHLORIDE
CHEMBL3301622|GILTERITINIB
CHEMBL3188267|CAPMATINIB
CHEMBL2079587|STANOZOLOL
CHEMBL1201759|BEPOTASTINE BESYLATE
CHEMBL856|PRIMIDONE
CHEMBL1751|DIGOXIN
CHEMBL1200681|MONTELUKAST SODIUM
CHEMBL261772|MECLOCYCLINE SULFOSALICYLATE
CHEMBL1051|LATANOPROST
CHEMBL53418|DANTHRON
CHEMBL1200912|PHENTERMINE HYDROCHLORIDE
CHEMBL4|OFLOXACIN
CHEMBL711|PHENINDIONE
CHEMBL1201540|INSULIN SUSP ISOPHANE RECOMBINANT HUMAN
CHEMBL1571|TESTOLACTONE
CHEMBL717|MEDROXYPROGESTERONE ACETATE
CHEMBL1200868|PHENYL AMINOSALICYLATE
CHEMBL23588|FLUFENAMIC ACID
CHEMBL1237132|CLEVIDIPINE
CHEMBL244888|NIFUROXAZIDE
CHEMBL137|METRONIDAZOLE
CHEMBL198362|RIVAROXABAN
CHEMBL1200675|TOREMIFENE CITRATE
CHEMBL1200809|AZELASTINE HYDROCHLORIDE
CHEMBL1200870|TIMOLOL MALEATE
CHEMBL1200589|CEFOTIAM HYDROCHLORIDE
CHEMBL491571|DORIPENEM
CHEMBL1337|NITISINONE
CHEMBL304902|CLOTHIAPINE
CHEMBL911|ZOLPIDEM
CHEMBL1237105|CARBOPROST TROMETHAMINE
CHEMBL3989833|ZIPRASIDONE MESYLATE
CHEMBL107|COLCHICINE
CHEMBL508338|THIMEROSAL
CHEMBL706|CETYL ALCOHOL
CHEMBL1569487|LORNOXICAM
CHEMBL273575|NOMIFENSINE
CHEMBL3989887|TACROLIMUS
CHEMBL15870|INDOPROFEN
CHEMBL46917|CARBARIL
CHEMBL393220|ATORVASTATIN CALCIUM
CHEMBL1195|PROPOXYCAINE
CHEMBL1200377|AMPHETAMINE ASPARTATE
CHEMBL2105345|PROPANIDID
CHEMBL15023|TRIFLUPERIDOL
CHEMBL844|BRIMONIDINE
CHEMBL1909286|PHENOXYPROPAZINE
CHEMBL1201156|NORTRIPTYLINE HYDROCHLORIDE
CHEMBL3989510|PENTAZOCINE HYDROCHLORIDE
CHEMBL43128|PRIMAQUINE PHOSPHATE
CHEMBL2107360|PALIPERIDONE PALMITATE
CHEMBL3301582|POLATUZUMAB VEDOTIN
CHEMBL3301612|ENCORAFENIB
CHEMBL1229908|ETHAMIVAN
CHEMBL56367|NIMESULIDE
CHEMBL110458|MIGALASTAT
CHEMBL2105581|VERALIPRIDE
CHEMBL1200645|ETOPOSIDE PHOSPHATE
CHEMBL1200822|FLECAINIDE ACETATE
CHEMBL1200841|PROCAINE HYDROCHLORIDE
CHEMBL1201587|ALEMTUZUMAB
CHEMBL1371770|PIRIBEDIL
CHEMBL1223|PENICILLIN G POTASSIUM
CHEMBL1200705|HYDROXYAMPHETAMINE HYDROBROMIDE
CHEMBL1256|ISOFLURANE
CHEMBL473417|VISMODEGIB
CHEMBL1200759|ANAGRELIDE HYDROCHLORIDE
CHEMBL1319139|BROMHEXINE HYDROCHLORIDE
CHEMBL1201620|SOMATREM
CHEMBL1231|OXYBUTYNIN
CHEMBL3989410|INDOMETHACIN SODIUM
CHEMBL193240|ROFLUMILAST
CHEMBL1200440|MEPIVACAINE HYDROCHLORIDE
CHEMBL3989543|VINDESINE SULFATE
CHEMBL1200916|THIORIDAZINE HYDROCHLORIDE
CHEMBL499915|CARBENOXOLONE
CHEMBL1480987|CYCLANDELATE
CHEMBL1200617|RIMEXOLONE
CHEMBL1909285|NITREFAZOLE
CHEMBL1909283|MEBANAZINE
CHEMBL591|ETHCHLORVYNOL
CHEMBL3989406|ENALAPRILAT
CHEMBL1795071|RUXOLITINIB PHOSPHATE
CHEMBL1082607|SALMETEROL XINAFOATE
CHEMBL1201668|NESIRITIDE
CHEMBL1305|ANTAZOLINE
CHEMBL24828|VANDETANIB
CHEMBL1726|NISOLDIPINE
CHEMBL3545313|BEMPEDOIC ACID
CHEMBL1201515|PEGVISOMANT
CHEMBL521686|OLAPARIB
CHEMBL1200461|MIDODRINE HYDROCHLORIDE
CHEMBL1200522|AVOBENZONE
CHEMBL2355456|IBUTILIDE FUMARATE
CHEMBL4297064|MILNACIPRAN HYDROCHLORIDE
CHEMBL1200982|BUTABARBITAL SODIUM
CHEMBL1237135|MAPROTILINE HYDROCHLORIDE
CHEMBL1528134|BENZYDAMINE HYDROCHLORIDE
CHEMBL1086|DIBUCAINE
CHEMBL473|DOFETILIDE
CHEMBL1200463|OXAPROZIN POTASSIUM
CHEMBL476|DACARBAZINE
CHEMBL936|DIPHENIDOL
CHEMBL2368924|DOLASETRON MESYLATE
CHEMBL2105719|DACOMITINIB
CHEMBL1788132|LOFEXIDINE HYDROCHLORIDE
CHEMBL931|HALOTHANE
CHEMBL167150|TRICHLORFON
CHEMBL3989740|DOXYCYCLINE HYCLATE
CHEMBL1276308|MIFEPRISTONE
CHEMBL3545252|DOCETAXEL
CHEMBL922|ADEFOVIR DIPIVOXIL
CHEMBL1200446|TRIPELENNAMINE HYDROCHLORIDE
CHEMBL231884|DIOSMIN
CHEMBL1200814|ACETAZOLAMIDE SODIUM
CHEMBL1421|DASATINIB
CHEMBL2107355|MIGALASTAT HYDROCHLORIDE
CHEMBL1190|DECAMETHONIUM
CHEMBL1201218|CEFAMANDOLE NAFATE
CHEMBL2111286|RANITIDINE BISMUTH CITRATE
CHEMBL3544986|PERINDOPRIL ARGININE
CHEMBL2010601|IVACAFTOR
CHEMBL1263|SALMETEROL
CHEMBL1201190|LEVOCETIRIZINE DIHYDROCHLORIDE
CHEMBL1567|SUNITINIB MALATE
CHEMBL1472989|BISOPROLOL FUMARATE
CHEMBL405|AMPHETAMINE
CHEMBL3989820|ZOLPIDEM TARTRATE
CHEMBL2105682|EDOXABAN TOSYLATE
CHEMBL425|OLSALAZINE
CHEMBL18442|PLERIXAFOR
CHEMBL58323|ERLOSAMIDE
CHEMBL15245|YOHIMBINE
CHEMBL3544909|CALCIFEDIOL
CHEMBL3142541|BUTAMBEN PICRATE
CHEMBL537|HYDROQUINONE
CHEMBL1734|SOLIFENACIN
CHEMBL1200523|CEFAZOLIN SODIUM
CHEMBL1201051|CIMETIDINE HYDROCHLORIDE
CHEMBL416898|CHLOROPHENOTHANE
CHEMBL566534|ARTEMETHER
CHEMBL1201830|RILONACEPT
CHEMBL1410|NONOXYNOL 9
CHEMBL3137318|TALAZOPARIB TOSYLATE
CHEMBL1789842|INDACATEROL MALEATE
CHEMBL1200330|PILOCARPINE HYDROCHLORIDE
CHEMBL1200606|MEXILETINE HYDROCHLORIDE
CHEMBL250270|LERCANIDIPINE
CHEMBL1079742|ERLOTINIB HYDROCHLORIDE
CHEMBL159226|MOXISYLYTE
CHEMBL4298124|DOSTARLIMAB
CHEMBL434394|NEBIVOLOL
CHEMBL2107830|EMPAGLIFLOZIN
CHEMBL30219|METHOHEXITAL SODIUM
CHEMBL4297778|LONCASTUXIMAB TESIRINE
CHEMBL3184437|DICHLOROBENZYL ALCOHOL
CHEMBL1611|PHENYTOIN SODIUM
CHEMBL142703|VILDAGLIPTIN
CHEMBL1200479|DICYCLOMINE HYDROCHLORIDE
CHEMBL3707226|DEFIBROTIDE SODIUM
CHEMBL985|UREA
CHEMBL87992|ESLICARBAZEPINE ACETATE
CHEMBL1694|BENAZEPRIL HYDROCHLORIDE
CHEMBL1256841|NIALAMIDE
CHEMBL1752|DYPHYLLINE
CHEMBL1200613|TOLMETIN SODIUM
CHEMBL114|SAQUINAVIR
CHEMBL4297240|ONASEMNOGENE ABEPARVOVEC
CHEMBL1256958|EPINEPHRINE BITARTRATE
CHEMBL86304|MOCLOBEMIDE
CHEMBL2108667|YTTRIUM Y 90 IBRITUMOMAB TIUXETAN
CHEMBL1393|SPIRONOLACTONE
CHEMBL1201653|INSULIN ZINC SUSP PURIFIED PORK
CHEMBL70927|DEFERIPRONE
CHEMBL121|ROSIGLITAZONE
CHEMBL132530|FORMESTANE
CHEMBL1201743|SAXAGLIPTIN HYDROCHLORIDE
CHEMBL276520|INDALPINE
CHEMBL1513|IRBESARTAN
CHEMBL365795|TIAPROFENIC ACID
CHEMBL1095097|EPLERENONE
CHEMBL1314751|PROCHLORPERAZINE MALEATE
CHEMBL1106|EPINASTINE
CHEMBL3989562|TERAZOSIN HYDROCHLORIDE
CHEMBL270190|ALVIMOPAN
CHEMBL1711|ISOPROTERENOL HYDROCHLORIDE
CHEMBL609|TRIENTINE
CHEMBL317094|IMIDAPRIL
CHEMBL73451|MEQUITAZINE
CHEMBL1201463|CODEINE POLISTIREX
CHEMBL2105729|DABRAFENIB MESYLATE
CHEMBL1200881|MINOCYCLINE HYDROCHLORIDE
CHEMBL1201059|CHLOROGUANIDE HYDROCHLORIDE
CHEMBL704|MESALAMINE
CHEMBL1452696|FEPRAZONE
CHEMBL1201341|ECHOTHIOPHATE
CHEMBL268869|SULFAMETHOXYPYRIDAZINE
CHEMBL1676|FLUTICASONE FUROATE
CHEMBL964|DISULFIRAM
CHEMBL5|NALIDIXIC ACID
CHEMBL407|FLUMAZENIL
CHEMBL1200771|TRIDIHEXETHYL CHLORIDE
CHEMBL495|ALPROSTADIL
CHEMBL1200624|ETHYNODIOL DIACETATE
CHEMBL1201833|GOLIMUMAB
CHEMBL2103846|ULIPRISTAL
CHEMBL3545262|SACITUZUMAB GOVITECAN
CHEMBL1172|DESLORATADINE
CHEMBL2105842|CORTIVAZOL
CHEMBL471|SOTALOL
CHEMBL818|IOBENGUANE
CHEMBL1201102|TRIFLUPROMAZINE HYDROCHLORIDE
CHEMBL1889436|OUABAIN
CHEMBL1201284|CINACALCET
CHEMBL1200543|ANILERIDINE PHOSPHATE
CHEMBL1516474|TEGASEROD MALEATE
CHEMBL3301611|AMIFAMPRIDINE PHOSPHATE
CHEMBL2359966|QUININE SULFATE
CHEMBL1200449|TRIAMCINOLONE DIACETATE
CHEMBL1201162|DORZOLAMIDE HYDROCHLORIDE
CHEMBL760|ANAGRELIDE
CHEMBL1200875|FLAVOXATE HYDROCHLORIDE
CHEMBL3989408|IBUPROFEN SODIUM
CHEMBL2106829|METHAQUALONE HYDROCHLORIDE
CHEMBL1201747|ALCAFTADINE
CHEMBL1200776|CINACALCET HYDROCHLORIDE
CHEMBL1868702|GESTRINONE
CHEMBL276832|HYDRALAZINE
CHEMBL2108611|INOTUZUMAB OZOGAMICIN
CHEMBL3545063|OSIMERTINIB MESYLATE
CHEMBL2106155|ENCAINIDE HYDROCHLORIDE
CHEMBL3990029|RISANKIZUMAB
CHEMBL820|BUSULFAN
CHEMBL1171837|PONATINIB
CHEMBL1089641|TRYPAN BLUE
CHEMBL607400|BRIVARACETAM
CHEMBL1728|LOMEFLOXACIN HYDROCHLORIDE
CHEMBL2104391|INSULIN DETEMIR
CHEMBL1200745|OXPRENOLOL HYDROCHLORIDE
CHEMBL1286|LEVETIRACETAM
CHEMBL52440|DEXTROMETHORPHAN
CHEMBL1200968|HYDROCORTISONE SODIUM PHOSPHATE
CHEMBL657|DIPHENHYDRAMINE
CHEMBL2364639|VALBENAZINE
CHEMBL6437|MIANSERIN
CHEMBL1201061|LEVALBUTEROL HYDROCHLORIDE
CHEMBL1200973|ESTRADIOL CYPIONATE
CHEMBL511|PYRILAMINE
CHEMBL685|MEBENDAZOLE
CHEMBL2062259|VARENICLINE TARTRATE
CHEMBL3545311|BRIGATINIB
CHEMBL734|ACETOHYDROXAMIC ACID
CHEMBL550495|METHYLENE BLUE
CHEMBL481|IRINOTECAN
CHEMBL1102|GLUTETHIMIDE
CHEMBL1411979|METHAPYRILENE
CHEMBL1737|SILDENAFIL CITRATE
CHEMBL1626570|HEXOCYCLIUM METHYLSULFATE
CHEMBL1113|AMOXAPINE
CHEMBL3989824|THIOTHIXENE HYDROCHLORIDE
CHEMBL942|BISACODYL
CHEMBL92401|IPRONIAZID
CHEMBL1200795|CLEMASTINE FUMARATE
CHEMBL2146063|CHLORTETRACYCLINE HYDROCHLORIDE
CHEMBL1551365|ETHYL NITRITE [SPIRIT]
CHEMBL1205|NELFINAVIR MESYLATE
CHEMBL1214124|PERAMPANEL
CHEMBL1201644|INSULIN ZINC SUSP RECOMBINANT HUMAN
CHEMBL36715|PIRACETAM
CHEMBL1555|GALANTAMINE HYDROBROMIDE
CHEMBL1683|HYDROCORTISONE BUTYRATE
CHEMBL1189679|PALONOSETRON
CHEMBL3707348|ACALABRUTINIB
CHEMBL2103837|TAFAMIDIS
CHEMBL252556|IDEBENONE
CHEMBL3989780|SUCRALFATE
CHEMBL788|IDOXURIDINE
CHEMBL953|ENTACAPONE
CHEMBL24|ATENOLOL
CHEMBL1404|RANOLAZINE
CHEMBL2360464|PEMETREXED DISODIUM
CHEMBL3989869|UMBRALISIB TOSYLATE
CHEMBL3989871|AVACOPAN
CHEMBL462605|PITOLISANT
CHEMBL3039502|DUVELISIB
CHEMBL1616|APOMORPHINE HYDROCHLORIDE
CHEMBL92870|LIDOFLAZINE
CHEMBL1743070|SILTUXIMAB
CHEMBL15770|SULINDAC
CHEMBL761|NAPHAZOLINE
CHEMBL1201621|SOMATROPIN
CHEMBL1034|DICLOFENAC SODIUM
CHEMBL4297844|TRASTUZUMAB DERUXTECAN
CHEMBL853|ZALCITABINE
CHEMBL1200538|BETAMETHASONE ACETATE
CHEMBL3989944|DIROXIMEL FUMARATE
CHEMBL1200492|NEFAZODONE HYDROCHLORIDE
CHEMBL1200545|DIFLORASONE DIACETATE
CHEMBL30|CIMETIDINE
CHEMBL154|NAPROXEN
CHEMBL2107067|TESTOSTERONE UNDECANOATE
CHEMBL1201554|ANTITHROMBIN ALFA
CHEMBL1465|PHENPROCOUMON
CHEMBL1200432|METHYLDOPATE HYDROCHLORIDE
CHEMBL3187365|ASENAPINE
CHEMBL1201177|LEVOBUNOLOL HYDROCHLORIDE
CHEMBL46516|FLUSPIRILENE
CHEMBL4594251|NETARSUDIL DIMESYLATE
CHEMBL672|FENOFIBRATE
CHEMBL1194|PRILOCAINE
CHEMBL812|PYRIDOSTIGMINE BROMIDE
CHEMBL1719|OLOPATADINE HYDROCHLORIDE
CHEMBL111|RIMONABANT
CHEMBL705|ALITRETINOIN
CHEMBL1201593|ALTEPLASE
CHEMBL542541|HYDRALAZINE HYDROCHLORIDE
CHEMBL1727|CEPHALEXIN
CHEMBL1460|DIDANOSINE
CHEMBL796|METHYLPHENIDATE
CHEMBL1200329|TIZANIDINE HYDROCHLORIDE
CHEMBL121626|TOLFENAMIC ACID
CHEMBL33986|BUTORPHANOL
CHEMBL3039545|LUSPATERCEPT
CHEMBL1200837|LEVOBETAXOLOL HYDROCHLORIDE
CHEMBL608|PROBUCOL
CHEMBL1311|ISOSORBIDE MONONITRATE
CHEMBL944|CHLOROPROCAINE HYDROCHLORIDE
CHEMBL1201468|ESTROGENS, ESTERIFIED
CHEMBL1201564|INTERFERON GAMMA-1B
CHEMBL1722209|TOLTERODINE TARTRATE
CHEMBL1200901|HALOFANTRINE HYDROCHLORIDE
CHEMBL3544908|AZATADINE MALEATE
CHEMBL1201828|ECULIZUMAB
CHEMBL4216467|RIPRETINIB
CHEMBL4297573|TAGRAXOFUSP
CHEMBL471737|IVABRADINE
CHEMBL175247|ORLISTAT
CHEMBL1743062|RAMUCIRUMAB
CHEMBL984|MIVACURIUM CHLORIDE
CHEMBL467|HYDROXYUREA
CHEMBL1200514|DEMECARIUM BROMIDE
CHEMBL1237104|PROPOXYPHENE HYDROCHLORIDE
CHEMBL1201532|THYROTROPIN
CHEMBL461101|ELTROMBOPAG
CHEMBL1201093|METHYL AMINOLEVULINATE HYDROCHLORIDE
CHEMBL1200469|PROMAZINE HYDROCHLORIDE
CHEMBL1481|GLIMEPIRIDE
CHEMBL1200480|OCTREOTIDE ACETATE
CHEMBL254328|ABIRATERONE
CHEMBL532|ERYTHROMYCIN
CHEMBL529|AZITHROMYCIN
CHEMBL753|PHENOXYBENZAMINE
CHEMBL1200623|ETHYLESTRENOL
CHEMBL1201152|NALMEFENE HYDROCHLORIDE
CHEMBL1200715|HEXYLCAINE HYDROCHLORIDE
CHEMBL1525|PERMETHRIN
CHEMBL1200874|TOLBUTAMIDE SODIUM, STERILE
CHEMBL1578|ANISOTROPINE METHYLBROMIDE
CHEMBL398707|HYDROMORPHONE
CHEMBL4594272|BEROTRALSTAT HYDROCHLORIDE
CHEMBL1577|METHYCLOTHIAZIDE
CHEMBL696|ETHOSUXIMIDE
CHEMBL428880|CROMOLYN
CHEMBL928|DANTROLENE SODIUM
